# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
  26200    6.49e-01  6.34e-01    4.16e-03  3.48e-03    2.74e-02  2.67e-02    2.8e-03
  26300    1.39e+00  1.03e+00    5.24e-03  4.11e-03    5.85e-02  4.35e-02    2.8e-03
  26400    9.27e-01  8.99e-01    9.55e-03  9.87e-03    3.91e-02  3.79e-02    2.8e-03
  26500    1.07e+00  1.06e+00    2.98e-03  2.62e-03    4.50e-02  4.49e-02    2.8e-03
  26600    8.00e-01  8.44e-01    3.43e-03  3.94e-03    3.37e-02  3.56e-02    2.8e-03
  26700    6.75e-01  7.97e-01    1.42e-03  1.28e-03    2.85e-02  3.36e-02    2.8e-03
  26800    7.37e-01  5.49e-01    1.89e-03  2.09e-03    3.11e-02  2.31e-02    2.8e-03
  26900    9.06e-01  8.66e-01    4.17e-03  3.65e-03    3.82e-02  3.65e-02    2.8e-03
  27000    8.52e-01  7.53e-01    5.13e-03  6.44e-03    3.59e-02  3.17e-02    2.8e-03
  27100    8.93e-01  9.30e-01    5.27e-03  4.32e-03    3.76e-02  3.92e-02    2.8e-03
  27200    6.47e-01  7.43e-01    2.40e-03  2.36e-03    2.73e-02  3.13e-02    2.8e-03
  27300    9.02e-01  8.30e-01    4.89e-03  4.40e-03    3.80e-02  3.50e-02    2.8e-03
  27400    1.27e+00  9.91e-01    1.52e-03  1.65e-03    5.37e-02  4.18e-02    2.8e-03
  27500    9.04e-01  7.92e-01    2.18e-03  2.03e-03    3.81e-02  3.34e-02    2.8e-03
  27600    9.75e-01  1.11e+00    3.36e-03  3.23e-03    4.11e-02  4.68e-02    2.8e-03
  27700    1.04e+00  8.72e-01    1.99e-03  1.94e-03    4.37e-02  3.68e-02    2.8e-03
  27800    7.92e-01  7.61e-01    1.42e-03  1.39e-03    3.34e-02  3.21e-02    2.8e-03
  27900    7.89e-01  8.27e-01    1.21e-03  1.42e-03    3.33e-02  3.48e-02    2.8e-03
  28000    1.14e+00  8.67e-01    3.22e-03  3.63e-03    4.81e-02  3.65e-02    2.8e-03
  28100    1.61e+00  1.34e+00    7.28e-03  6.82e-03    6.77e-02  5.66e-02    2.8e-03
  28200    1.03e+00  1.02e+00    4.83e-03  4.68e-03    4.33e-02  4.31e-02    2.8e-03
  28300    8.03e-01  7.66e-01    2.63e-03  3.42e-03    3.38e-02  3.23e-02    2.8e-03
  28400    5.99e-01  4.96e-01    1.70e-03  2.48e-03    2.52e-02  2.09e-02    2.8e-03
  28500    7.78e-01  6.20e-01    2.40e-03  2.36e-03    3.28e-02  2.61e-02    2.8e-03
  28600    1.27e+00  9.70e-01    1.99e-03  2.37e-03    5.35e-02  4.09e-02    2.8e-03
  28700    7.79e-01  8.08e-01    3.28e-03  2.47e-03    3.29e-02  3.41e-02    2.8e-03
  28800    1.06e+00  1.07e+00    3.03e-03  2.77e-03    4.45e-02  4.52e-02    2.8e-03
  28900    1.41e+00  8.46e-01    2.64e-03  1.92e-03    5.96e-02  3.57e-02    2.8e-03
  29000    9.14e-01  1.25e+00    4.44e-03  3.80e-03    3.85e-02  5.27e-02    2.8e-03
  29100    1.12e+00  9.93e-01    6.06e-03  6.41e-03    4.72e-02  4.18e-02    2.8e-03
  29200    8.63e-01  9.57e-01    6.04e-03  5.94e-03    3.64e-02  4.04e-02    2.8e-03
  29300    1.08e+00  9.60e-01    2.03e-03  3.04e-03    4.56e-02  4.05e-02    2.8e-03
  29400    1.18e+00  9.46e-01    4.88e-03  6.24e-03    4.97e-02  3.99e-02    2.8e-03
  29500    9.05e-01  9.03e-01    3.07e-03  3.77e-03    3.81e-02  3.81e-02    2.8e-03
  29600    6.63e-01  5.96e-01    3.52e-03  2.97e-03    2.79e-02  2.51e-02    2.8e-03
  29700    8.46e-01  8.48e-01    2.98e-03  2.90e-03    3.56e-02  3.58e-02    2.8e-03
  29800    1.22e+00  1.37e+00    1.25e-02  1.33e-02    5.16e-02  5.76e-02    2.8e-03
  29900    7.32e-01  6.85e-01    3.73e-03  2.96e-03    3.09e-02  2.89e-02    2.8e-03
  30000    1.12e+00  9.95e-01    4.49e-03  5.20e-03    4.74e-02  4.19e-02    2.8e-03
  30100    6.84e-01  6.22e-01    1.96e-03  1.58e-03    2.88e-02  2.62e-02    2.8e-03
  30200    1.10e+00  7.28e-01    2.49e-03  3.07e-03    4.64e-02  3.07e-02    2.8e-03
  30300    1.15e+00  1.18e+00    6.10e-03  5.54e-03    4.86e-02  4.96e-02    2.8e-03
  30400    7.51e-01  8.37e-01    4.03e-03  3.95e-03    3.16e-02  3.53e-02    2.8e-03
  30500    6.10e-01  6.55e-01    2.21e-03  2.42e-03    2.57e-02  2.76e-02    2.8e-03
  30600    8.90e-01  7.80e-01    3.74e-03  3.75e-03    3.75e-02  3.29e-02    2.8e-03
  30700    1.27e+00  1.20e+00    4.95e-03  2.89e-03    5.36e-02  5.07e-02    2.8e-03
  30800    1.15e+00  1.13e+00    6.32e-03  7.25e-03    4.83e-02  4.77e-02    2.8e-03
  30900    1.13e+00  1.01e+00    2.70e-03  2.57e-03    4.76e-02  4.25e-02    2.8e-03
  31000    1.53e+00  1.61e+00    1.07e-02  1.09e-02    6.44e-02  6.80e-02    2.8e-03
  31100    1.38e+00  1.09e+00    4.08e-03  4.64e-03    5.80e-02  4.60e-02    2.8e-03
  31200    1.31e+00  9.55e-01    3.81e-03  2.67e-03    5.54e-02  4.02e-02    2.8e-03
  31300    5.72e-01  5.54e-01    2.51e-03  1.91e-03    2.41e-02  2.34e-02    2.8e-03
  31400    7.12e-01  6.55e-01    2.61e-03  2.83e-03    3.00e-02  2.76e-02    2.8e-03
  31500    7.58e-01  6.75e-01    3.84e-03  4.76e-03    3.19e-02  2.84e-02    2.8e-03
  31600    9.28e-01  9.39e-01    3.21e-03  3.70e-03    3.91e-02  3.96e-02    2.8e-03
  31700    7.92e-01  7.27e-01    4.88e-03  4.72e-03    3.34e-02  3.06e-02    2.8e-03
  31800    1.27e+00  1.26e+00    4.20e-03  4.17e-03    5.35e-02  5.32e-02    2.8e-03
  31900    1.24e+00  1.21e+00    3.40e-03  2.37e-03    5.24e-02  5.10e-02    2.8e-03
  32000    1.46e+00  1.31e+00    5.67e-03  5.47e-03    6.14e-02  5.54e-02    2.8e-03
  32100    1.29e+00  1.15e+00    5.02e-03  4.33e-03    5.45e-02  4.86e-02    2.8e-03
  32200    7.05e-01  5.97e-01    2.61e-03  3.04e-03    2.97e-02  2.52e-02    2.8e-03
  32300    9.30e-01  9.05e-01    2.34e-03  2.00e-03    3.92e-02  3.82e-02    2.8e-03
  32400    6.56e-01  5.79e-01    2.56e-03  2.31e-03    2.77e-02  2.44e-02    2.8e-03
  32500    6.02e-01  7.11e-01    3.38e-03  3.93e-03    2.54e-02  3.00e-02    2.8e-03
  32600    9.26e-01  6.93e-01    9.19e-04  1.32e-03    3.90e-02  2.92e-02    2.8e-03
  32700    1.01e+00  1.11e+00    6.16e-03  5.72e-03    4.25e-02  4.69e-02    2.8e-03
  32800    1.01e+00  9.37e-01    2.40e-03  2.28e-03    4.28e-02  3.95e-02    2.8e-03
  32900    7.26e-01  7.13e-01    8.68e-04  2.48e-03    3.06e-02  3.00e-02    2.8e-03
  33000    1.02e+00  1.08e+00    3.70e-03  3.80e-03    4.31e-02  4.54e-02    2.8e-03
  33100    5.64e-01  5.95e-01    4.19e-03  4.52e-03    2.38e-02  2.51e-02    2.8e-03
  33200    7.40e-01  6.52e-01    3.62e-03  3.19e-03    3.12e-02  2.75e-02    2.8e-03
  33300    1.25e+00  1.60e+00    5.44e-03  6.62e-03    5.27e-02  6.76e-02    2.8e-03
  33400    9.06e-01  9.93e-01    6.84e-03  7.08e-03    3.82e-02  4.19e-02    2.8e-03
  33500    1.16e+00  9.89e-01    5.59e-03  5.88e-03    4.91e-02  4.17e-02    2.8e-03
  33600    9.80e-01  8.06e-01    1.40e-03  1.70e-03    4.13e-02  3.40e-02    2.8e-03
  33700    9.88e-01  6.64e-01    4.17e-03  3.54e-03    4.17e-02  2.80e-02    2.8e-03
  33800    1.03e+00  9.80e-01    3.41e-03  2.90e-03    4.35e-02  4.13e-02    2.8e-03
  33900    5.28e-01  5.26e-01    2.19e-03  2.29e-03    2.22e-02  2.22e-02    2.8e-03
  34000    8.79e-01  6.54e-01    2.49e-03  2.14e-03    3.70e-02  2.76e-02    2.8e-03
  34100    8.20e-01  7.11e-01    4.58e-03  5.30e-03    3.46e-02  2.99e-02    2.8e-03
  34200    7.53e-01  7.60e-01    1.37e-03  1.99e-03    3.17e-02  3.20e-02    2.8e-03
  34300    8.47e-01  1.09e+00    4.71e-03  5.47e-03    3.57e-02  4.61e-02    2.8e-03
  34400    1.63e+00  1.75e+00    7.63e-03  8.10e-03    6.88e-02  7.36e-02    2.8e-03
  34500    1.10e+00  8.20e-01    3.93e-03  3.67e-03    4.65e-02  3.45e-02    2.8e-03
  34600    8.61e-01  8.23e-01    3.13e-03  2.44e-03    3.63e-02  3.47e-02    2.8e-03
  34700    5.72e-01  6.98e-01    6.82e-03  6.83e-03    2.41e-02  2.94e-02    2.8e-03
  34800    8.42e-01  7.65e-01    4.13e-03  5.14e-03    3.55e-02  3.22e-02    2.8e-03
  34900    1.24e+00  1.33e+00    4.45e-03  4.39e-03    5.22e-02  5.60e-02    2.8e-03
  35000    1.96e+00  1.74e+00    6.71e-03  7.05e-03    8.26e-02  7.32e-02    2.8e-03
  35100    9.03e-01  8.45e-01    4.02e-03  3.50e-03    3.81e-02  3.56e-02    2.8e-03
  35200    1.23e+00  1.01e+00    3.72e-03  3.59e-03    5.19e-02  4.24e-02    2.8e-03
  35300    9.72e-01  8.22e-01    3.63e-03  2.99e-03    4.10e-02  3.47e-02    2.8e-03
  35400    7.94e-01  8.21e-01    4.06e-03  3.50e-03    3.35e-02  3.46e-02    2.8e-03
  35500    1.10e+00  8.81e-01    5.10e-03  4.69e-03    4.65e-02  3.71e-02    2.8e-03
  35600    6.98e-01  8.67e-01    2.71e-03  3.03e-03    2.94e-02  3.65e-02    2.8e-03
  35700    2.55e+00  2.01e+00    5.14e-03  4.92e-03    1.07e-01  8.47e-02    2.8e-03
  35800    8.35e-01  9.51e-01    1.38e-03  1.21e-03    3.52e-02  4.01e-02    2.8e-03
  35900    1.02e+00  8.36e-01    3.90e-03  4.48e-03    4.28e-02  3.52e-02    2.8e-03
  36000    8.52e-01  5.69e-01    4.31e-03  2.71e-03    3.59e-02  2.40e-02    2.8e-03
  36100    5.57e-01  5.51e-01    1.62e-03  2.11e-03    2.35e-02  2.32e-02    2.8e-03
  36200    5.68e-01  5.31e-01    2.74e-03  2.51e-03    2.40e-02  2.24e-02    2.8e-03
  36300    7.37e-01  5.83e-01    2.35e-03  2.16e-03    3.11e-02  2.46e-02    2.8e-03
  36400    7.96e-01  6.78e-01    4.23e-03  6.68e-03    3.35e-02  2.86e-02    2.8e-03
  36500    6.70e-01  6.41e-01    2.03e-03  1.72e-03    2.83e-02  2.70e-02    2.8e-03
  36600    7.06e-01  5.49e-01    5.37e-03  4.00e-03    2.97e-02  2.31e-02    2.8e-03
  36700    9.06e-01  1.02e+00    6.25e-03  6.21e-03    3.82e-02  4.31e-02    2.8e-03
  36800    6.34e-01  5.94e-01    1.77e-03  1.58e-03    2.67e-02  2.50e-02    2.8e-03
  36900    9.36e-01  9.10e-01    5.05e-03  6.25e-03    3.94e-02  3.84e-02    2.8e-03
  37000    9.91e-01  8.35e-01    2.94e-03  2.41e-03    4.18e-02  3.52e-02    2.8e-03
  37100    1.27e+00  1.12e+00    7.29e-03  8.83e-03    5.35e-02  4.72e-02    2.8e-03
  37200    4.21e+00  3.41e+00    9.74e-03  9.33e-03    1.77e-01  1.44e-01    2.8e-03
  37300    1.73e+00  1.45e+00    7.51e-03  8.51e-03    7.30e-02  6.13e-02    2.8e-03
  37400    6.21e-01  7.42e-01    1.71e-03  1.92e-03    2.62e-02  3.13e-02    2.8e-03
  37500    6.24e-01  8.73e-01    6.36e-04  6.44e-04    2.63e-02  3.68e-02    2.8e-03
  37600    5.77e-01  5.70e-01    1.67e-03  1.70e-03    2.43e-02  2.40e-02    2.8e-03
  37700    6.13e-01  5.28e-01    2.46e-03  2.24e-03    2.58e-02  2.22e-02    2.8e-03
  37800    6.36e-01  5.60e-01    1.85e-03  2.33e-03    2.68e-02  2.36e-02    2.8e-03
  37900    7.35e-01  5.09e-01    2.08e-03  1.09e-03    3.10e-02  2.15e-02    2.8e-03
  38000    7.18e-01  5.24e-01    2.08e-03  1.78e-03    3.03e-02  2.21e-02    2.8e-03
  38100    1.02e+00  1.17e+00    6.90e-03  7.04e-03    4.29e-02  4.92e-02    2.8e-03
  38200    1.06e+00  9.57e-01    2.24e-03  2.09e-03    4.47e-02  4.03e-02    2.8e-03
  38300    2.16e+00  1.80e+00    1.02e-02  8.73e-03    9.11e-02  7.59e-02    2.8e-03
  38400    1.02e+00  8.82e-01    3.62e-03  3.44e-03    4.28e-02  3.72e-02    2.8e-03
  38500    7.25e-01  6.22e-01    2.74e-03  2.38e-03    3.06e-02  2.62e-02    2.8e-03
  38600    7.23e-01  6.44e-01    5.96e-03  5.89e-03    3.05e-02  2.71e-02    2.8e-03
  38700    6.98e-01  6.79e-01    2.15e-03  2.06e-03    2.94e-02  2.86e-02    2.8e-03
  38800    4.87e-01  4.64e-01    2.64e-03  1.90e-03    2.05e-02  1.96e-02    2.8e-03
  38900    5.31e-01  5.77e-01    9.38e-04  6.80e-04    2.24e-02  2.43e-02    2.8e-03
  39000    6.70e-01  7.03e-01    2.54e-03  2.17e-03    2.82e-02  2.96e-02    2.8e-03
  39100    6.68e-01  6.66e-01    1.80e-03  2.39e-03    2.82e-02  2.81e-02    2.8e-03
  39200    7.79e-01  7.82e-01    2.87e-03  2.37e-03    3.29e-02  3.30e-02    2.8e-03
  39300    9.35e-01  8.97e-01    3.62e-03  3.42e-03    3.94e-02  3.78e-02    2.8e-03
  39400    5.89e-01  5.95e-01    7.67e-04  8.46e-04    2.48e-02  2.51e-02    2.8e-03
  39500    1.01e+00  1.04e+00    2.93e-03  2.51e-03    4.25e-02  4.38e-02    2.8e-03
  39600    2.08e+00  2.23e+00    1.77e-02  1.61e-02    8.78e-02  9.38e-02    2.8e-03
  39700    1.94e+00  1.60e+00    9.92e-03  8.13e-03    8.20e-02  6.75e-02    2.8e-03
  39800    1.30e+00  1.22e+00    5.22e-03  5.79e-03    5.47e-02  5.15e-02    2.8e-03
  39900    5.76e-01  5.48e-01    5.64e-03  4.94e-03    2.43e-02  2.31e-02    2.8e-03
  40000    5.03e-01  4.49e-01    3.30e-03  3.81e-03    2.83e-02  2.52e-02    1.6e-03
  40100    3.18e-01  3.42e-01    3.07e-03  2.84e-03    1.79e-02  1.92e-02    1.6e-03
  40200    3.31e-01  3.89e-01    2.32e-03  2.36e-03    1.86e-02  2.18e-02    1.6e-03
  40300    3.26e-01  3.32e-01    2.29e-03  2.70e-03    1.83e-02  1.87e-02    1.6e-03
  40400    3.03e-01  3.39e-01    1.93e-03  1.59e-03    1.70e-02  1.90e-02    1.6e-03
  40500    3.53e-01  3.47e-01    2.01e-03  2.64e-03    1.98e-02  1.95e-02    1.6e-03
  40600    3.19e-01  3.36e-01    1.68e-03  1.92e-03    1.79e-02  1.89e-02    1.6e-03
  40700    3.18e-01  2.67e-01    1.72e-03  1.83e-03    1.78e-02  1.50e-02    1.6e-03
  40800    3.02e-01  3.18e-01    1.46e-03  1.76e-03    1.70e-02  1.79e-02    1.6e-03
  40900    3.27e-01  2.78e-01    1.67e-03  1.44e-03    1.84e-02  1.56e-02    1.6e-03
  41000    2.79e-01  3.02e-01    1.80e-03  1.13e-03    1.57e-02  1.69e-02    1.6e-03
  41100    2.91e-01  3.29e-01    1.50e-03  1.23e-03    1.63e-02  1.85e-02    1.6e-03
  41200    3.19e-01  2.84e-01    1.10e-03  1.02e-03    1.79e-02  1.60e-02    1.6e-03
  41300    3.00e-01  2.89e-01    1.38e-03  1.70e-03    1.69e-02  1.62e-02    1.6e-03
  41400    3.18e-01  2.70e-01    1.25e-03  1.33e-03    1.78e-02  1.51e-02    1.6e-03
  41500    2.76e-01  2.83e-01    1.33e-03  1.61e-03    1.55e-02  1.59e-02    1.6e-03
  41600    3.30e-01  2.76e-01    7.62e-04  6.52e-04    1.86e-02  1.55e-02    1.6e-03
  41700    2.96e-01  3.05e-01    1.68e-03  1.59e-03    1.66e-02  1.71e-02    1.6e-03
  41800    2.84e-01  3.11e-01    9.36e-04  1.22e-03    1.59e-02  1.75e-02    1.6e-03
  41900    3.16e-01  3.10e-01    1.26e-03  1.49e-03    1.77e-02  1.74e-02    1.6e-03
  42000    3.21e-01  3.74e-01    1.72e-03  1.60e-03    1.80e-02  2.10e-02    1.6e-03
  42100    3.21e-01  3.20e-01    1.03e-03  1.50e-03    1.80e-02  1.80e-02    1.6e-03
  42200    2.99e-01  2.89e-01    9.54e-04  8.33e-04    1.68e-02  1.62e-02    1.6e-03
  42300    3.62e-01  2.91e-01    1.95e-03  2.20e-03    2.04e-02  1.63e-02    1.6e-03
  42400    3.97e-01  4.35e-01    2.36e-03  2.56e-03    2.23e-02  2.44e-02    1.6e-03
  42500    4.04e-01  3.60e-01    9.92e-04  1.08e-03    2.27e-02  2.02e-02    1.6e-03
  42600    3.74e-01  3.88e-01    8.11e-04  1.44e-03    2.10e-02  2.18e-02    1.6e-03
  42700    4.38e-01  3.87e-01    2.15e-03  1.76e-03    2.46e-02  2.18e-02    1.6e-03
  42800    5.80e-01  6.09e-01    1.72e-03  1.94e-03    3.26e-02  3.42e-02    1.6e-03
  42900    4.39e-01  4.66e-01    2.97e-03  2.50e-03    2.47e-02  2.62e-02    1.6e-03
  43000    3.71e-01  3.28e-01    2.94e-03  3.26e-03    2.08e-02  1.84e-02    1.6e-03
  43100    3.15e-01  3.19e-01    6.15e-04  8.35e-04    1.77e-02  1.79e-02    1.6e-03
  43200    3.84e-01  3.56e-01    1.61e-03  2.06e-03    2.16e-02  2.00e-02    1.6e-03
  43300    3.86e-01  3.80e-01    1.13e-03  1.10e-03    2.17e-02  2.13e-02    1.6e-03
  43400    4.20e-01  3.65e-01    4.06e-04  4.74e-04    2.36e-02  2.05e-02    1.6e-03
  43500    6.00e-01  4.32e-01    1.28e-03  1.26e-03    3.37e-02  2.42e-02    1.6e-03
  43600    5.13e-01  5.83e-01    2.04e-03  2.33e-03    2.88e-02  3.27e-02    1.6e-03
  43700    5.17e-01  4.89e-01    4.82e-03  5.84e-03    2.90e-02  2.75e-02    1.6e-03
  43800    5.37e-01  5.68e-01    3.07e-03  3.06e-03    3.02e-02  3.19e-02    1.6e-03
  43900    7.07e-01  5.93e-01    2.15e-03  1.33e-03    3.97e-02  3.33e-02    1.6e-03
  44000    3.12e-01  2.86e-01    1.36e-03  1.59e-03    1.75e-02  1.61e-02    1.6e-03
  44100    3.21e-01  3.59e-01    2.20e-03  2.21e-03    1.80e-02  2.02e-02    1.6e-03
  44200    4.85e-01  5.30e-01    1.73e-03  1.30e-03    2.72e-02  2.98e-02    1.6e-03
  44300    3.63e-01  3.72e-01    1.14e-03  9.93e-04    2.04e-02  2.09e-02    1.6e-03
  44400    3.73e-01  3.89e-01    1.20e-03  1.12e-03    2.10e-02  2.19e-02    1.6e-03
  44500    3.86e-01  4.33e-01    1.33e-03  1.40e-03    2.17e-02  2.43e-02    1.6e-03
  44600    3.62e-01  3.24e-01    1.78e-03  1.26e-03    2.03e-02  1.82e-02    1.6e-03
  44700    5.19e-01  5.34e-01    8.72e-04  9.98e-04    2.91e-02  3.00e-02    1.6e-03
  44800    5.44e-01  5.31e-01    2.64e-03  2.50e-03    3.05e-02  2.98e-02    1.6e-03
  44900    3.77e-01  4.54e-01    2.14e-03  1.86e-03    2.12e-02  2.55e-02    1.6e-03
  45000    5.37e-01  4.05e-01    2.62e-03  4.09e-03    3.02e-02  2.27e-02    1.6e-03
  45100    4.45e-01  5.12e-01    1.66e-03  1.49e-03    2.50e-02  2.88e-02    1.6e-03
  45200    4.12e-01  3.79e-01    3.35e-03  3.04e-03    2.31e-02  2.13e-02    1.6e-03
  45300    3.55e-01  3.73e-01    1.34e-03  1.43e-03    2.00e-02  2.10e-02    1.6e-03
  45400    3.05e-01  3.16e-01    5.00e-04  3.22e-04    1.71e-02  1.77e-02    1.6e-03
  45500    4.08e-01  3.58e-01    2.44e-03  2.57e-03    2.29e-02  2.01e-02    1.6e-03
  45600    3.01e-01  3.18e-01    1.96e-03  1.84e-03    1.69e-02  1.78e-02    1.6e-03
  45700    3.37e-01  3.29e-01    1.59e-03  1.69e-03    1.90e-02  1.85e-02    1.6e-03
  45800    6.52e-01  7.01e-01    2.78e-03  2.75e-03    3.66e-02  3.94e-02    1.6e-03
  45900    5.01e-01  4.74e-01    3.05e-03  3.08e-03    2.81e-02  2.66e-02    1.6e-03
  46000    4.50e-01  3.50e-01    2.77e-03  2.83e-03    2.53e-02  1.96e-02    1.6e-03
  46100    4.23e-01  4.30e-01    1.21e-03  9.59e-04    2.38e-02  2.42e-02    1.6e-03
  46200    4.74e-01  4.60e-01    1.13e-03  1.21e-03    2.66e-02  2.58e-02    1.6e-03
  46300    3.86e-01  4.25e-01    8.45e-04  1.06e-03    2.17e-02  2.39e-02    1.6e-03
  46400    5.32e-01  5.13e-01    1.10e-03  9.04e-04    2.99e-02  2.88e-02    1.6e-03
  46500    6.87e-01  7.70e-01    2.92e-03  2.73e-03    3.86e-02  4.32e-02    1.6e-03
  46600    4.37e-01  5.48e-01    1.42e-03  2.21e-03    2.46e-02  3.08e-02    1.6e-03
  46700    4.71e-01  5.31e-01    1.39e-03  1.43e-03    2.65e-02  2.98e-02    1.6e-03
  46800    3.68e-01  3.63e-01    1.47e-03  1.48e-03    2.07e-02  2.04e-02    1.6e-03
  46900    3.39e-01  3.72e-01    2.19e-03  1.84e-03    1.90e-02  2.09e-02    1.6e-03
  47000    3.65e-01  3.55e-01    6.19e-04  8.90e-04    2.05e-02  1.99e-02    1.6e-03
  47100    4.62e-01  3.82e-01    1.20e-03  1.18e-03    2.60e-02  2.14e-02    1.6e-03
  47200    2.73e-01  2.99e-01    5.37e-04  5.56e-04    1.53e-02  1.68e-02    1.6e-03
  47300    3.97e-01  5.21e-01    2.40e-03  1.92e-03    2.23e-02  2.92e-02    1.6e-03
  47400    3.84e-01  3.75e-01    2.70e-03  2.67e-03    2.16e-02  2.11e-02    1.6e-03
  47500    4.54e-01  4.64e-01    2.95e-03  2.51e-03    2.55e-02  2.61e-02    1.6e-03
  47600    4.11e-01  3.38e-01    1.25e-03  1.57e-03    2.31e-02  1.90e-02    1.6e-03
  47700    4.65e-01  3.57e-01    5.69e-04  8.44e-04    2.61e-02  2.01e-02    1.6e-03
  47800    6.52e-01  5.57e-01    3.83e-03  3.99e-03    3.66e-02  3.13e-02    1.6e-03
  47900    7.99e-01  7.32e-01    6.31e-03  6.71e-03    4.49e-02  4.11e-02    1.6e-03
  48000    3.30e-01  3.42e-01    5.66e-04  8.10e-04    1.86e-02  1.92e-02    1.6e-03
  48100    4.75e-01  3.51e-01    7.19e-04  6.10e-04    2.67e-02  1.97e-02    1.6e-03
  48200    4.95e-01  4.44e-01    2.47e-03  3.09e-03    2.78e-02  2.49e-02    1.6e-03
  48300    6.17e-01  5.21e-01    3.16e-03  2.53e-03    3.47e-02  2.93e-02    1.6e-03
  48400    3.65e-01  4.04e-01    7.35e-04  7.43e-04    2.05e-02  2.27e-02    1.6e-03
  48500    5.43e-01  4.99e-01    7.84e-04  5.47e-04    3.05e-02  2.80e-02    1.6e-03
  48600    4.63e-01  4.23e-01    2.33e-03  2.38e-03    2.60e-02  2.38e-02    1.6e-03
  48700    2.87e-01  2.62e-01    5.26e-04  5.77e-04    1.61e-02  1.47e-02    1.6e-03
  48800    3.44e-01  3.32e-01    1.66e-03  1.49e-03    1.93e-02  1.86e-02    1.6e-03
  48900    3.11e-01  2.62e-01    1.23e-03  1.01e-03    1.75e-02  1.47e-02    1.6e-03
  49000    3.82e-01  3.25e-01    1.82e-03  2.39e-03    2.15e-02  1.82e-02    1.6e-03
  49100    4.46e-01  3.88e-01    4.37e-03  4.79e-03    2.51e-02  2.18e-02    1.6e-03
  49200    5.05e-01  3.43e-01    2.19e-03  2.84e-03    2.84e-02  1.93e-02    1.6e-03
  49300    3.28e-01  3.84e-01    9.96e-04  7.41e-04    1.84e-02  2.16e-02    1.6e-03
  49400    6.65e-01  5.56e-01    1.89e-03  1.53e-03    3.74e-02  3.12e-02    1.6e-03
  49500    3.99e-01  3.90e-01    1.46e-03  1.24e-03    2.24e-02  2.19e-02    1.6e-03
  49600    3.22e-01  2.89e-01    1.87e-03  1.51e-03    1.81e-02  1.63e-02    1.6e-03
  49700    4.80e-01  3.85e-01    2.20e-03  2.70e-03    2.70e-02  2.16e-02    1.6e-03
  49800    4.29e-01  4.30e-01    2.78e-03  2.94e-03    2.41e-02  2.41e-02    1.6e-03
  49900    3.64e-01  3.84e-01    9.59e-04  6.84e-04    2.05e-02  2.15e-02    1.6e-03
  50000    5.10e-01  4.22e-01    3.12e-03  2.57e-03    2.86e-02  2.37e-02    1.6e-03
  50100    5.21e-01  5.08e-01    3.44e-03  3.05e-03    2.92e-02  2.85e-02    1.6e-03
  50200    4.85e-01  4.88e-01    1.64e-03  1.18e-03    2.72e-02  2.74e-02    1.6e-03
  50300    3.84e-01  3.59e-01    2.11e-03  2.02e-03    2.16e-02  2.02e-02    1.6e-03
  50400    3.17e-01  2.91e-01    1.76e-03  1.85e-03    1.78e-02  1.64e-02    1.6e-03
  50500    2.57e-01  3.48e-01    1.29e-03  9.50e-04    1.44e-02  1.95e-02    1.6e-03
  50600    4.66e-01  3.15e-01    1.34e-03  1.17e-03    2.62e-02  1.77e-02    1.6e-03
  50700    3.51e-01  3.16e-01    3.14e-03  3.17e-03    1.97e-02  1.77e-02    1.6e-03
  50800    5.79e-01  5.16e-01    1.68e-03  1.55e-03    3.25e-02  2.90e-02    1.6e-03
  50900    7.41e-01  6.77e-01    3.30e-03  2.67e-03    4.16e-02  3.80e-02    1.6e-03
  51000    3.88e-01  3.68e-01    1.87e-03  1.89e-03    2.18e-02  2.07e-02    1.6e-03
  51100    3.66e-01  3.42e-01    2.52e-03  2.53e-03    2.06e-02  1.92e-02    1.6e-03
  51200    4.24e-01  3.55e-01    1.75e-03  1.17e-03    2.38e-02  2.00e-02    1.6e-03
  51300    6.13e-01  5.62e-01    1.77e-03  1.04e-03    3.44e-02  3.16e-02    1.6e-03
  51400    5.95e-01  5.63e-01    3.07e-03  2.92e-03    3.34e-02  3.16e-02    1.6e-03
  51500    5.89e-01  4.93e-01    3.70e-03  2.74e-03    3.31e-02  2.77e-02    1.6e-03
  51600    3.17e-01  2.77e-01    9.86e-04  8.86e-04    1.78e-02  1.56e-02    1.6e-03
  51700    3.64e-01  3.95e-01    1.41e-03  1.22e-03    2.04e-02  2.22e-02    1.6e-03
  51800    5.72e-01  3.86e-01    1.11e-03  8.60e-04    3.21e-02  2.17e-02    1.6e-03
  51900    4.20e-01  3.97e-01    1.47e-03  1.57e-03    2.36e-02  2.23e-02    1.6e-03
  52000    2.66e-01  3.18e-01    1.65e-03  1.60e-03    1.49e-02  1.79e-02    1.6e-03
  52100    5.15e-01  4.69e-01    2.99e-03  3.77e-03    2.89e-02  2.63e-02    1.6e-03
  52200    5.02e-01  4.55e-01    2.12e-03  1.98e-03    2.82e-02  2.55e-02    1.6e-03
  52300    6.25e-01  5.57e-01    4.44e-03  4.75e-03    3.51e-02  3.13e-02    1.6e-03
  52400    4.55e-01  4.09e-01    1.87e-03  1.92e-03    2.56e-02  2.30e-02    1.6e-03
